formula_config,output_type,icon,description,input_fields,related_tool_ids,long_description,featured_image,seo_title,is_trending,usage_count,category_id,faq,name,seo_description,formula_type,sort_order,slug,is_featured,status,seo_keywords,id,created_date,updated_date,created_by_id,created_by,is_sample
"","text","Camera","Create passport size photos with exact dimensions. Generate a printable 4×6 sheet with multiple copies.","[]","[]","<p>Create India passport photos (35×45mm), US visa photos (2×2 inch), SSC exam photos, and more. Generates a printable 4×6 sheet with multiple copies for home printing.</p>","","Passport Size Photo Maker Online Free - India Passport US Visa Photo","true","9801","6a05c839e01b09d2ad6710ce","[]","Passport Size Photo Maker","Create passport size photos online free. India passport (35×45mm), US Visa (2×2 inch), SSC size. Print sheet generator. No app needed.","","5","passport-size-photo-maker","true","published","","6a05c87de01b09d2ad6710fc","2026-05-14T13:05:01.680000","2026-05-14T13:08:05.320000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","TrendingDown","Compress photos to exact target KB — 20 KB, 50 KB, 100 KB. Binary search quality optimization.","[]","[]","<p>Reduce any photo to an exact KB size using intelligent binary-search quality optimization. Perfect for exam portals that require files under 20 KB, 50 KB, or 100 KB.</p>","","Reduce Photo to 20KB 50KB 100KB Online Free - Exact KB Compressor","true","11200","6a05c839e01b09d2ad6710ce","[]","Photo KB Reducer","Compress photo to exact KB size online. Reduce to 20KB, 50KB, 100KB for exam portals. Binary search quality optimization. 100% client-side.","","6","photo-kb-reducer","false","published","","6a05c87de01b09d2ad6710fd","2026-05-14T13:05:01.680000","2026-05-14T13:05:01.680000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Pencil","Draw your signature or upload an existing one. Export as transparent PNG or white background JPG.","[]","[]","<p>Draw your signature digitally or upload a photo of your signature. Export with transparent background (PNG) or white background (JPG) for exam and document submissions.</p>","","Online Signature Maker - Draw or Upload Signature Free","false","3201","6a05c839e01b09d2ad6710ce","[]","Signature Maker","Create digital signature online. Draw with mouse or finger, or upload signature photo. Export transparent PNG or white background JPG for exams.","","7","signature-maker","false","published","","6a05c87de01b09d2ad6710fe","2026-05-14T13:05:01.680000","2026-05-14T13:08:12.362000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Crop","Crop photos to exact exam aspect ratios. SSC, IBPS, RRB, UPSC, Passport presets with live preview.","[]","[]","<p>Interactively crop your photo to the exact aspect ratio required for each exam. Presets for SSC, IBPS, RRB, UPSC, and standard passport sizes.</p>","","Exam Photo Cropper - Crop to SSC IBPS RRB Passport Size Online","false","4301","6a05c839e01b09d2ad6710ce","[]","Exam Photo Cropper","Crop photo for government exam. SSC, IBPS, RRB, UPSC, Passport aspect ratio presets. Free online photo cropper with live preview.","","8","exam-photo-cropper","false","published","","6a05c87de01b09d2ad6710ff","2026-05-14T13:05:01.680000","2026-05-14T13:10:44.253000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","FileDown","Compress PDF files to reduce size. Remove metadata and optimize structure for exam portal uploads.","[]","[]","<p>Compress PDF files by removing hidden metadata and optimizing internal structure. Multiple compression modes including grayscale for maximum size reduction.</p>","","PDF Size Reducer Online Free - Compress PDF to 100KB 200KB","true","12400","6a05c839e01b09d2ad6710ce","[]","PDF Size Reducer","Reduce PDF file size online free. Compress PDF to under 100KB, 200KB, 1MB for exam portals. Client-side, no upload to server.","","9","pdf-size-reducer","true","published","","6a05c87de01b09d2ad671100","2026-05-14T13:05:01.680000","2026-05-14T13:05:01.680000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","FileBadge","Compress certificates, mark sheets, Aadhaar, PAN scans with presets for each document type.","[]","[]","<p>Compress exam documents with optimized presets — certificates (200 KB), mark sheets (300 KB), Aadhaar (100 KB), PAN (80 KB). Metadata stripped for maximum reduction.</p>","","Compress Certificate PDF Online - Aadhaar PAN Marksheet Size Reducer","false","5800","6a05c839e01b09d2ad6710ce","[]","Exam Document PDF Compressor","Compress Aadhaar, PAN card, certificate, mark sheet PDFs for exam uploads. Free online tool with document-specific presets.","","10","exam-document-pdf-compressor","false","published","","6a05c87de01b09d2ad671101","2026-05-14T13:05:01.680000","2026-05-14T13:05:01.680000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","FileImage","Convert images to PDF for exam document submissions. Multiple images, reorder, compress, grayscale.","[]","[]","<p>Convert one or multiple photos/scans into a single PDF document. Reorder pages, apply compression or grayscale mode, choose A4 or Letter size.</p>","","Image to PDF Online Free - Convert Photos to PDF for Exam Submission","false","7900","6a05c839e01b09d2ad6710ce","[]","Image to Exam PDF","Convert photos to PDF for government exam uploads. Multiple images, A4 size, grayscale option. Free, browser-based, no signup.","","11","image-to-exam-pdf","true","published","","6a05c87de01b09d2ad671102","2026-05-14T13:05:01.680000","2026-05-14T13:05:01.680000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Scissors","Extract specific pages from a PDF. Enter page numbers or ranges and download a new PDF file.","[]","[]","<p>Extract specific pages from any PDF. Enter page numbers like '1,3,5-8' and download a new PDF with only those pages. No size limit when processing client-side.</p>","","PDF Page Extractor Online Free - Extract Pages from PDF","false","3601","6a05c839e01b09d2ad6710ce","[]","PDF Page Extractor","Extract specific pages from PDF online free. Enter page numbers or ranges. Download extracted pages as new PDF. No file size limit.","","12","pdf-page-extractor","false","published","","6a05c87de01b09d2ad671103","2026-05-14T13:05:01.680000","2026-05-14T13:11:49.743000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Combine","Merge multiple PDFs into one. Reorder files with drag-and-drop for exam document compilation.","[]","[]","<p>Merge certificates, mark sheets, ID proofs, and other exam documents into a single PDF. Reorder files before merging for perfect document compilation.</p>","","PDF Merger Online Free - Merge PDF Files for Exam Applications","true","9100","6a05c839e01b09d2ad6710ce","[]","PDF Merger","Merge multiple PDF files online free. Combine certificates, mark sheets, ID proof into one PDF for exam applications. Client-side, private.","","13","pdf-merger","true","published","","6a05c87de01b09d2ad671104","2026-05-14T13:05:01.680000","2026-05-14T13:05:01.680000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Images","Convert PDF pages to JPG or PNG images. Quality selection, bulk download as ZIP.","[]","[]","<p>Convert each page of a PDF to a high-quality image. Choose JPEG or PNG format, adjust quality and scale. Download all pages as a ZIP archive.</p>","","PDF to Image Online Free - Convert PDF Pages to JPG PNG","false","4200","6a05c839e01b09d2ad6710ce","[]","PDF to Image","Convert PDF pages to JPG or PNG images online free. High quality, bulk download ZIP. No signup, browser-based.","","14","pdf-to-image","false","published","","6a05c87de01b09d2ad671105","2026-05-14T13:05:01.680000","2026-05-14T13:05:01.680000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","ScanLine","Enhance document photos to look like professional scans. High contrast, shadow removal, PDF export.","[]","[]","<p>Upload a photo of any document and apply scanner-like enhancement — increase contrast, remove shadows, and create a clean white background. Export as JPG or PDF.</p>","","Document Scanner Online Free - Scan Document Photo to PDF","true","6702","6a05c839e01b09d2ad6710ce","[]","Document Scanner Tool","Convert photo of document to scanner quality. High contrast, shadow removal. Export as JPG or PDF. Free online document scanner tool.","","15","document-scanner","false","published","","6a05c87de01b09d2ad671106","2026-05-14T13:05:01.680000","2026-05-14T13:10:18.609000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Pipette","Extract colors from any image. Get hex, RGB, and HSL values by clicking anywhere on the image.","[]","[]","<p>Upload an image and click anywhere to pick colors. Instantly get hex, RGB, and HSL color codes for your design projects.</p>","","","false","2101","6a056ee1fdf72efa8d0ff3b4","[]","Color Picker","","","7","image-color-picker","false","published","","6a056f692a3ad3c962327323","2026-05-14T06:44:57.174000","2026-05-14T06:54:47.107000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Info","View and strip EXIF metadata from images. See camera settings, GPS location, and technical details.","[]","[]","<p>Reveal hidden metadata in your photos including camera model, exposure settings, GPS coordinates, and more. Optionally strip all metadata for privacy.</p>","","","false","1501","6a056ee1fdf72efa8d0ff3b4","[]","Image Metadata Viewer","","","8","image-metadata-viewer","false","published","","6a056f692a3ad3c962327324","2026-05-14T06:44:57.174000","2026-05-14T06:51:51.056000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Eraser","Remove image backgrounds automatically using AI-powered edge detection. Export with transparent PNG.","[]","[]","<p>Automatically remove backgrounds from photos using client-side AI processing. Download the result as a transparent PNG.</p>","","","true","6832","6a056ee1fdf72efa8d0ff3b4","[]","Background Remover","","","9","background-remover","true","published","","6a056f692a3ad3c962327325","2026-05-14T06:44:57.174000","2026-05-14T13:07:48.331000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","RotateCw","Rotate and flip images in any direction. Supports 90°, 180°, 270° rotations and horizontal/vertical flips.","[]","[]","<p>Easily rotate or flip your images. Choose from preset angles or enter a custom rotation, then download the result instantly.</p>","","","false","1200","6a056ee1fdf72efa8d0ff3b4","[]","Image Rotator","","","10","image-rotator","false","published","","6a056f692a3ad3c962327326","2026-05-14T06:44:57.174000","2026-05-14T06:44:57.174000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Minimize2","Compress images without visible quality loss. Supports JPG, PNG, WebP with real-time before/after comparison.","[]","[]","<p>Reduce image file sizes dramatically while preserving visual quality. Perfect for web optimization, email attachments, and storage savings.</p>","","","true","5202","6a056ee1fdf72efa8d0ff3b4","[]","Image Compressor","","","1","image-compressor","true","published","","6a056f692a3ad3c96232731d","2026-05-14T06:44:57.173000","2026-05-14T06:57:44.010000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Expand","Resize images to exact dimensions or by percentage. Includes social media presets for all major platforms.","[]","[]","<p>Quickly resize any image to the exact pixel dimensions you need, with popular presets for Instagram, Twitter, Facebook, and more.</p>","","","false","4103","6a056ee1fdf72efa8d0ff3b4","[]","Image Resizer","","","2","image-resizer","true","published","","6a056f692a3ad3c96232731e","2026-05-14T06:44:57.173000","2026-05-14T11:31:28.108000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","RefreshCw","Convert images between JPG, PNG, WebP, GIF, BMP, and HEIC formats instantly in your browser.","[]","[]","<p>Convert any image format to another without uploading to a server. All processing happens locally in your browser for maximum privacy.</p>","","","true","3801","6a056ee1fdf72efa8d0ff3b4","[]","Image Converter","","","3","image-converter","false","published","","6a056f692a3ad3c96232731f","2026-05-14T06:44:57.173000","2026-05-14T06:52:49.203000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Crop","Crop images with precision using drag-and-drop. Supports free crop and fixed aspect ratios like 1:1, 16:9, 4:3.","[]","[]","<p>Interactively crop your images to any size or aspect ratio with a smooth drag-and-drop interface powered by react-easy-crop.</p>","","","false","2901","6a056ee1fdf72efa8d0ff3b4","[]","Image Cropper","","","4","image-cropper","false","published","","6a056f692a3ad3c962327320","2026-05-14T06:44:57.173000","2026-05-14T06:45:28.407000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","FileImage","Convert one or multiple images into a PDF document. Reorder pages, choose orientation, and download instantly.","[]","[]","<p>Turn your images into a professional PDF document. Upload multiple images, reorder them, and export to PDF in seconds.</p>","","","false","3301","6a056ee1fdf72efa8d0ff3b4","[]","Image to PDF","","","5","image-to-pdf","true","published","","6a056f692a3ad3c962327321","2026-05-14T06:44:57.173000","2026-05-14T06:52:11.863000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Stamp","Add text or image watermarks to photos. Control position, opacity, font size, and color.","[]","[]","<p>Protect your images by adding customizable text watermarks. Choose position, opacity, size, and color to match your brand.</p>","","","false","1801","6a056ee1fdf72efa8d0ff3b4","[]","Image Watermark","","","6","image-watermark","false","published","","6a056f692a3ad3c962327322","2026-05-14T06:44:57.173000","2026-05-14T06:53:16.351000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","json","Terminal","Test and debug regular expressions with live match highlighting","[{""min"":null,""max"":null,""name"":""pattern"",""options"":[],""default_value"":null,""label"":""Regex Pattern"",""placeholder"":""\\b[A-Z][a-z]+\\b"",""type"":""text"",""required"":true},{""min"":null,""max"":null,""name"":""flags"",""options"":[""g"",""gi"",""gm"",""i"",""m""],""default_value"":""g"",""label"":""Flags"",""placeholder"":null,""type"":""select"",""required"":null},{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Test String"",""placeholder"":""Enter text to test against the pattern..."",""type"":""textarea"",""required"":true}]","[]","","","","false","4","69ffed31dfb6ae9768b83390","[]","Regex Tester","","builtin","12","regex-tester","true","published","","6a0120c3ea9aafde855e8d4c","2026-05-11T00:20:19.540000","2026-05-12T00:40:58.510000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","json","Timer","Convert Unix timestamps to human-readable dates and vice versa","[{""min"":null,""max"":null,""name"":""timestamp"",""options"":[],""default_value"":null,""label"":""Unix Timestamp or Date"",""placeholder"":""1700000000 or 2024-01-15"",""type"":""text"",""required"":true}]","[]","","","","false","3","69ffed31dfb6ae9768b83390","[]","Unix Timestamp Converter","","builtin","11","unix-timestamp","false","published","","6a0120c3ea9aafde855e8d4b","2026-05-11T00:20:19.540000","2026-05-11T15:49:35.363000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","json","Gauge","Calculate speed, distance or time using any two known values","[{""min"":null,""max"":null,""name"":""solve_for"",""options"":[""speed"",""distance"",""time""],""default_value"":""speed"",""label"":""Solve For"",""placeholder"":null,""type"":""select"",""required"":null},{""min"":null,""max"":null,""name"":""val1"",""options"":[],""default_value"":null,""label"":""Distance (km) or Speed (km/h)"",""placeholder"":""100"",""type"":""number"",""required"":null},{""min"":null,""max"":null,""name"":""val2"",""options"":[],""default_value"":null,""label"":""Time (hours) or Distance (km)"",""placeholder"":""2"",""type"":""number"",""required"":null}]","[]","","","","false","2","69ffed31dfb6ae9768b83393","[]","Speed Distance Time","","builtin","4","speed-distance-time","false","published","","6a0120c3ea9aafde855e8d4d","2026-05-11T00:20:19.540000","2026-05-11T06:38:19.692000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","json","Activity","Estimate body fat percentage using the Navy formula","[{""min"":null,""max"":null,""name"":""gender"",""options"":[""male"",""female""],""default_value"":""male"",""label"":""Gender"",""placeholder"":null,""type"":""select"",""required"":null},{""min"":null,""max"":null,""name"":""height"",""options"":[],""default_value"":null,""label"":""Height (cm)"",""placeholder"":""175"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""waist"",""options"":[],""default_value"":null,""label"":""Waist (cm)"",""placeholder"":""80"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""neck"",""options"":[],""default_value"":null,""label"":""Neck (cm)"",""placeholder"":""37"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""hip"",""options"":[],""default_value"":null,""label"":""Hip (cm, women only)"",""placeholder"":""95"",""type"":""number"",""required"":null}]","[]","","","","false","5","69ffed31dfb6ae9768b8338d","[]","Body Fat Calculator","","builtin","6","body-fat","false","published","","6a0120c3ea9aafde855e8d4e","2026-05-11T00:20:19.540000","2026-05-13T02:32:12.266000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","json","Scale","Compare multiple loan offers side by side to find the best deal","[{""min"":null,""max"":null,""name"":""principal"",""options"":[],""default_value"":null,""label"":""Loan Amount (₹)"",""placeholder"":""500000"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""rate1"",""options"":[],""default_value"":null,""label"":""Bank 1 Rate (%)"",""placeholder"":""8.5"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""rate2"",""options"":[],""default_value"":null,""label"":""Bank 2 Rate (%)"",""placeholder"":""9.0"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""tenure_months"",""options"":[],""default_value"":null,""label"":""Tenure (Months)"",""placeholder"":""60"",""type"":""number"",""required"":true}]","[]","","","","false","1","69ffed31dfb6ae9768b8338c","[]","Loan Comparison Calculator","","builtin","10","loan-comparison","true","published","","6a0120c3ea9aafde855e8d43","2026-05-11T00:20:19.539000","2026-05-11T00:53:05.537000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","json","PiggyBank","Plan your retirement corpus and monthly savings needed","[{""min"":null,""max"":null,""name"":""current_age"",""options"":[],""default_value"":null,""label"":""Current Age"",""placeholder"":""30"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""retirement_age"",""options"":[],""default_value"":""60"",""label"":""Retirement Age"",""placeholder"":""60"",""type"":""number"",""required"":null},{""min"":null,""max"":null,""name"":""monthly_expense"",""options"":[],""default_value"":null,""label"":""Monthly Expense (₹)"",""placeholder"":""50000"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""expected_return"",""options"":[],""default_value"":""10"",""label"":""Expected Return (%)"",""placeholder"":""10"",""type"":""number"",""required"":null},{""min"":null,""max"":null,""name"":""inflation"",""options"":[],""default_value"":""6"",""label"":""Inflation Rate (%)"",""placeholder"":""6"",""type"":""number"",""required"":null}]","[]","","","","false","0","69ffed31dfb6ae9768b8338c","[]","Retirement Calculator","","builtin","11","retirement-calculator","true","published","","6a0120c3ea9aafde855e8d44","2026-05-11T00:20:19.539000","2026-05-11T00:20:19.539000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","json","Flame","Calculate daily calorie needs based on age, weight, height and activity","[{""min"":null,""max"":null,""name"":""age"",""options"":[],""default_value"":null,""label"":""Age (years)"",""placeholder"":""25"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""gender"",""options"":[""male"",""female""],""default_value"":""male"",""label"":""Gender"",""placeholder"":null,""type"":""select"",""required"":null},{""min"":null,""max"":null,""name"":""weight"",""options"":[],""default_value"":null,""label"":""Weight (kg)"",""placeholder"":""70"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""height"",""options"":[],""default_value"":null,""label"":""Height (cm)"",""placeholder"":""175"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""activity"",""options"":[""sedentary"",""light"",""moderate"",""active"",""very_active""],""default_value"":""moderate"",""label"":""Activity Level"",""placeholder"":null,""type"":""select"",""required"":null}]","[]","","","","true","1","69ffed31dfb6ae9768b8338d","[]","Calorie Calculator","","builtin","5","calorie-calculator","false","published","","6a0120c3ea9aafde855e8d46","2026-05-11T00:20:19.539000","2026-05-11T06:40:34.926000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
